"type","name","fullname","label","labelReport","hintReport","chapter","disaggregation","correlate","structuralequation.risk","structuralequation.coping","structuralequation.resilience","anonymise","clean","cluster","predict","mappoint","mappoly","relevant","required","constraint","repeat_count","listname","qrepeat","qrepeatlabel","qlevel","qgroup","labelchoice","variable","order","weight","score","recategorise","formpart"
"select_multiple","CashRentHouse","Assistance.PriorityNeeds.PriorityNeedsCommOth.CashRentHouse","What are two or three other needs you consider your community has?: Cash assistance f","What are two or three other needs you consider your community has?: Cash assistance f",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Cash assistance for housing",,,,,,"answers"
"select_multiple","CashRentHouse","Assistance.PriorityNeeds.PriorityNeedsOth.CashRentHouse","What are three other important needs you household has?: Cash assistance for housing","What are three other important needs you household has?: Cash assistance for housing",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Cash assistance for housing",,,,,,"answers"
"select_multiple","MoreFood","Assistance.PriorityNeeds.PriorityNeedsCommOth.MoreFood","What are two or three other needs you consider your community has?: More food","What are two or three other needs you consider your community has?: More food",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","More food",,,,,,"answers"
"select_multiple","MoreFood","Assistance.PriorityNeeds.PriorityNeedsOth.MoreFood","What are three other important needs you household has?: More food","What are three other important needs you household has?: More food",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","More food",,,,,,"answers"
"select_multiple","BetterFood","Assistance.PriorityNeeds.PriorityNeedsCommOth.BetterFood","What are two or three other needs you consider your community has?: Better quality fo","What are two or three other needs you consider your community has?: Better quality fo",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Better quality food",,,,,,"answers"
"select_multiple","BetterFood","Assistance.PriorityNeeds.PriorityNeedsOth.BetterFood","What are three other important needs you household has?: Better quality food","What are three other important needs you household has?: Better quality food",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Better quality food",,,,,,"answers"
"select_multiple","SheltImprv","Assistance.PriorityNeeds.PriorityNeedsCommOth.SheltImprv","What are two or three other needs you consider your community has?: Shelter improveme","What are two or three other needs you consider your community has?: Shelter improveme",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Shelter improvement",,,,,,"answers"
"select_multiple","SheltImprv","Assistance.PriorityNeeds.PriorityNeedsOth.SheltImprv","What are three other important needs you household has?: Shelter improvement","What are three other important needs you household has?: Shelter improvement",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Shelter improvement",,,,,,"answers"
"select_multiple","CookFuel","Assistance.PriorityNeeds.PriorityNeedsCommOth.CookFuel","What are two or three other needs you consider your community has?: Cooking fuel","What are two or three other needs you consider your community has?: Cooking fuel",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Cooking fuel",,,,,,"answers"
"select_multiple","CookFuel","Assistance.PriorityNeeds.PriorityNeedsOth.CookFuel","What are three other important needs you household has?: Cooking fuel","What are three other important needs you household has?: Cooking fuel",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Cooking fuel",,,,,,"answers"
"select_multiple","HeatFuel","Assistance.PriorityNeeds.PriorityNeedsCommOth.HeatFuel","What are two or three other needs you consider your community has?: Heating fuel","What are two or three other needs you consider your community has?: Heating fuel",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Heating fuel",,,,,,"answers"
"select_multiple","HeatFuel","Assistance.PriorityNeeds.PriorityNeedsOth.HeatFuel","What are three other important needs you household has?: Heating fuel","What are three other important needs you household has?: Heating fuel",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Heating fuel",,,,,,"answers"
"select_multiple","Electr","Assistance.PriorityNeeds.PriorityNeedsCommOth.Electr","What are two or three other needs you consider your community has?: Electricity","What are two or three other needs you consider your community has?: Electricity",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Electricity",,,,,,"answers"
"select_multiple","Electr","Assistance.PriorityNeeds.PriorityNeedsOth.Electr","What are three other important needs you household has?: Electricity","What are three other important needs you household has?: Electricity",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Electricity",,,,,,"answers"
"select_multiple","Educat","Assistance.PriorityNeeds.PriorityNeedsCommOth.Educat","What are two or three other needs you consider your community has?: Education","What are two or three other needs you consider your community has?: Education",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Education",,,,,,"answers"
"select_multiple","Educat","Assistance.PriorityNeeds.PriorityNeedsOth.Educat","What are three other important needs you household has?: Education","What are three other important needs you household has?: Education",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Education",,,,,,"answers"
"select_multiple","PsySoSuppor","Assistance.PriorityNeeds.PriorityNeedsCommOth.PsySoSuppor","What are two or three other needs you consider your community has?: Psychosocial supp","What are two or three other needs you consider your community has?: Psychosocial supp",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Psychosocial support",,,,,,"answers"
"select_multiple","PsySoSuppor","Assistance.PriorityNeeds.PriorityNeedsOth.PsySoSuppor","What are three other important needs you household has?: Psychosocial support","What are three other important needs you household has?: Psychosocial support",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Psychosocial support",,,,,,"answers"
"select_multiple","KitchUtens","Assistance.PriorityNeeds.PriorityNeedsCommOth.KitchUtens","What are two or three other needs you consider your community has?: Kitchen utensils","What are two or three other needs you consider your community has?: Kitchen utensils",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Kitchen utensils",,,,,,"answers"
"select_multiple","KitchUtens","Assistance.PriorityNeeds.PriorityNeedsOth.KitchUtens","What are three other important needs you household has?: Kitchen utensils","What are three other important needs you household has?: Kitchen utensils",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Kitchen utensils",,,,,,"answers"
"select_multiple","Blankets","Assistance.PriorityNeeds.PriorityNeedsCommOth.Blankets","What are two or three other needs you consider your community has?: Blankets","What are two or three other needs you consider your community has?: Blankets",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Blankets",,,,,,"answers"
"select_multiple","Blankets","Assistance.PriorityNeeds.PriorityNeedsOth.Blankets","What are three other important needs you household has?: Blankets","What are three other important needs you household has?: Blankets",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Blankets",,,,,,"answers"
"select_multiple","Clothing","Assistance.PriorityNeeds.PriorityNeedsCommOth.Clothing","What are two or three other needs you consider your community has?: Clothing","What are two or three other needs you consider your community has?: Clothing",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Clothing",,,,,,"answers"
"select_multiple","Clothing","Assistance.PriorityNeeds.PriorityNeedsOth.Clothing","What are three other important needs you household has?: Clothing","What are three other important needs you household has?: Clothing",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Clothing",,,,,,"answers"
"select_multiple","MoreLivSpace","Assistance.PriorityNeeds.PriorityNeedsCommOth.MoreLivSpace","What are two or three other needs you consider your community has?: More living space","What are two or three other needs you consider your community has?: More living space",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","More living space",,,,,,"answers"
"select_multiple","MoreLivSpace","Assistance.PriorityNeeds.PriorityNeedsOth.MoreLivSpace","What are three other important needs you household has?: More living space","What are three other important needs you household has?: More living space",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","More living space",,,,,,"answers"
"select_multiple","IncomJobs","Assistance.PriorityNeeds.PriorityNeedsCommOth.IncomJobs","What are two or three other needs you consider your community has?: Access to income ","What are two or three other needs you consider your community has?: Access to income ",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Access to income and jobs",,,,,,"answers"
"select_multiple","IncomJobs","Assistance.PriorityNeeds.PriorityNeedsOth.IncomJobs","What are three other important needs you household has?: Access to income and jobs","What are three other important needs you household has?: Access to income and jobs",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Access to income and jobs",,,,,,"answers"
"select_multiple","MedAssist","Assistance.PriorityNeeds.PriorityNeedsCommOth.MedAssist","What are two or three other needs you consider your community has?: Medical assistanc","What are two or three other needs you consider your community has?: Medical assistanc",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Medical assistance",,,,,,"answers"
"select_multiple","MedAssist","Assistance.PriorityNeeds.PriorityNeedsOth.MedAssist","What are three other important needs you household has?: Medical assistance","What are three other important needs you household has?: Medical assistance",,"Coping_Strategies",,,,,,,"no",,,,,,"yes","count-selected(.)<4",,"priority_needs","","MainDataFrame","level2","Assistance.PriorityNeeds","Medical assistance",,,,,,"answers"
